308 -4321  -17 -7365
-4890 -1059  -988 -2173
-4147 779  -4170 2399
4847 -4660  -2734 3761
1848 679  -5647 -387
-997 7660  2061 -794
1361 2790  -1090 -1565
761 4740  4374 1534
-230 -1266  -6031 3614
-7156 7623  -2635 4771
5864 -1027  -688 -977
7792 6137  4206 4367
4427 1193  -3981 3166
-1935 -1031  -3786 -2039
-2350 -2214  -532 2093
2803 -480  4100 -3933
-3244 1420  3561 -35
1054 1467  2790 3813
1087 4037  3056 -464
3044 -649  -4183 1676
1543 2969  2645 6241
-5539 1265  -1075 346
-3554 1657  -1999 -3325
-2537 -4309  -1147 1120
718 2315  -63 -1861
-1389 2436  49 2553
39 5123  -2176 -2967
229 2175  817 -2855
-1755 81  -2466 1867
2980 3250  -433 5848
3284 280  3114 -3297
3527 -913  -2861 -161
-938 1815  -7391 -1661
-4771 -652  -1022 -3374
-1439 -401  1774 484
-971 -1805  -2603 1076
2923 2366  491 -1996
4508 -4110  -1521 1648
455 -2354  1486 -1305
1913 -2994  -2583 -1597
-3157 572  -780 400
4666 -889  -863 2847
53 -5896  2978 -815
-2999 -794  -1879 2557
-336 -2411  -2503 1132
-2145 -950  2476 4487
-1051 -1124  2410 4860
1437 2450  2587 153
437 3952  4995 5790
1284 -1211  246 -989
2121 1103  -2943 3526
1725 3922  1678 1213
-4036 -1161  -2806 -3199
-1041 1234  490 4001
1641 2005  3057 -382
-113 1639  1073 3348
3083 -1292  -3841 -4439
-1001 4325  -4152 433
-6072 8721  -2963 -5443
-1944 3276  5155 -374
-1977 3353  4000 2520
-4928 6464  -1834 -686
-5128 -2056  -3732 4467
-3005 -635  2310 4677
-4928 589  -1650 645
-2901 -597  640 5047
-2452 2261  127 -4891
3722 7848  4465 1893
2406 3546  389 -894
1970 1912  -3889 3318
-1868 -74  -275 -165
-349 7978  2605 4916
-306 -1336  -887 -552
320 -819  381 -210
196 903  -2321 5948
-1832 5757  -1526 2127
-859 -6208  4304 -3781
-1436 -5203  1200 -4825
1735 -2204  -1292 -1247
445 382  1386 -5698
3824 922  -6269 1715
684 1491  -2832 232
3154 774  -1672 2769
-3524 -617  729 -2198
-138 -961  -211 -11031
-396 2775  2969 1952
-2045 2654  -228 -5749
-477 -2562  477 2912
-965 -2221  1100 819
-1000 -2907  -2972 -1195
5077 2652  -4026 -5639
3546 -8309  -788 2528
-3055 2388  -2206 2873
3167 4503  596 -975
4384 -3690  544 486
3947 988  -3057 -2775
-1117 1345  1351 2992
3702 149  -11 1007
-8249 38  4662 -2806
5612 -8225  -3151 3380
-695 5912  270 1969
2455 -805  3794 765
-140 7240  1241 6153
-1965 619  -1069 1261
1144 -8467  -5277 -4746
2184 3196  -1582 2117
497 4228  -4818 -3251
4759 3497  913 900
4814 3078  -1259 -19
-749 613  -2409 -7112
-2728 1664  -176 911
2451 5183  1737 -2003
-98 -1988  -3121 1883
990 2170  647 1013
-458 -2358  4223 -6804
-5109 -5627  -670 3147
-1619 -3695  391 3959
-761 -635  -1775 -700
3576 1337  4470 -6014
2346 1170  -2337 -866
3803 -941  3155 1000
312 -3635  4980 -1911
-2687 -2527  -3001 2823
-361 -3319  256 -3676
2144 -2403  -3436 -397
1185 -1396  953 -2972
-3166 429  -3690 1937
1360 -2818  -2714 904
-856 1532  -5279 4197
3714 1967  -83 691
237 1385  1659 1214
2715 1319  -1253 -334
-3655 -780  571 -688
1105 1576  -3979 571
2684 -4903  -2219 -606
-695 930  1080 -1868
377 -4432  280 2118
4330 -3970  2366 -657
-1481 -1027  -697 -1003
-4401 -1146  -320 1413
-4190 -247  -946 -137
1858 300  3490 1857
-10 372  -3413 -511
-903 2762  3228 5283
3115 2808  -380 -2959
-2192 -1466  1210 2941
1717 668  -3857 3742
1167 -1694  6148 -4080
-350 1395  3135 -1220
1020 -212  -1250 -1266
-3154 -657  1015 201
-364 5324  1281 678
1329 1935  4297 4100
-4093 5769  -928 3308
-5940 -1046  794 2485
-5994 380  -2405 -2637
2572 -4319  1127 -3521
990 -2239  341 -1968
21 833  1867 -2853
-1858 -270  -134 2049
1625 845  395 4455
-1383 -2061  1427 -464
1107 -855  -101 -2535
-4024 -158  -3274 6043
2302 -2006  3740 558
862 3103  267 976
-801 -820  -3687 750
-1003 2218  -2694 -735
967 -5411  -8765 4423
-8237 -3382  2221 -2988
2223 -3183  -2080 -1796
1662 115  2155 353
409 -3670  1840 2367
-4085 4375  -467 154
-5281 -192  382 -885
-435 2284  -3064 136
2980 -2608  -1975 2657
-3319 1066  2450 -2047
3097 -106  3761 1806
852 -337  4018 379
-2031 682  3562 -1086
-2539 -1787  317 -4004
3301 -255  -523 2945
2814 -1088  2955 851
1549 6343  907 185
-1208 -919  -1946 -4739
161 -3474  1012 3871
-65 601  255 -276
1609 586  -2833 3471
-2330 -3429  1453 613
-5181 809  3208 -591
272 -7048  4574 146
584 -497  2458 3312
2536 1541  -4039 2129
-1079 -1821  -3096 4850
-3225 -2557  914 306
1370 -2815  1208 -1088
-314 -325  -206 506
3242 -1842  1176 1750
-2488 -901  836 -489
-5209 -1228  -2538 5036
3091 4518  2968 -529
689 2128  -2354 -3904
599 3938  -169 699
1643 -4383  4774 -2579
-5682 -2590  -957 -504
-34 -5747  2613 -1283
5920 -8867  -4648 3942
1763 2074  -1555 1591
501 -1446  -529 -2641
-962 -1215  -676 883
3069 34  -1006 -3221
-846 4058  730 -3115
2358 5586  -1983 719
-573 3051  -1426 2900
-5905 -3537  -4936 973
-3295 5042  -392 -2043
-1814 1917  -1188 -341
2212 -594  3824 -3570
-1671 -63  4557 871
-4926 44  -4191 -2553
3736 4269  -2801 3278
1128 -464  1586 1439
-2129 3031  1822 1172
614 2733  2338 -862
-2190 -1245  -3657 1000
234 3554  -2751 -1197
3133 -799  -1691 -4278
3487 -1623  -2242 4056
1624 -6197  -4057 -2466
738 -3028  -1325 4682
5363 -3701  -2629 1905
-53 860  -1999 4762
-345 1787  -2145 -153
-2657 2137  -16 3359
-15 741  -558 266
-60 2344  1126 -7304
-7316 -5206  1942 1975
-3623 -1582  -3905 -6755
-5445 7083  2437 -295
2478 2434  -3478 2837
6325 1649  174 -3753
3876 4003  797 4456
581 -931  -242 5450
-4085 2638  -6938 4712
3580 -854  -1387 -1643
-733 150  1638 -652
3880 91  -2662 1010
-1071 1977  1608 3240
5095 -2962  3407 -605
38 -697  -1300 4420
3713 -2546  1042 -7298
795 -4903  122 -199
4079 -2249  -1754 -928
-1621 828  -5339 4228
-2010 291  140 -4028
-2532 5536  5686 -3267
-1375 -1742  4633 1420
-3101 4211  -2335 -5416
-2743 -3504  1735 4662
-1979 1134  -391 -2554
2081 2269  -5653 -6226
495 -631  2372 -1820
1241 -3656  -3035 -4995
2872 1421  4596 -1051
1018 2709  -374 -988
2674 4604  -2902 -2800
-1534 2035  -902 -1936
1305 -2289  -2551 5878
1932 4614  -4770 -764
1258 3074  -2033 -5318
-1333 -1732  1647 1366
-775 -2440  3374 -1432
-514 -4485  -2056 -1660
-287 -448  -1579 -3284
1478 -2179  1938 -92
1250 -976  1194 3827
1552 2342  2119 4645
551 -354  -3899 -2692
-1781 3375  -1364 -1689
1890 3217  -3855 -1025
-1997 -3761  1968 -3455
-2489 245  559 -2552
817 753  4681 2635
2578 309  5644 421
7644 -7268  -4266 -1284
-4054 -3098  -4229 93
2497 -5675  1780 4024
-2843 1810  1853 3336
1143 -1625  185 1585
-3399 7098  -2570 5478
-3789 -5865  -1556 4684
3051 240  -3435 867
2890 -2414  908 -740
-6430 -604  -2847 -3340
455 -4240  -4486 4060
-3486 1991  -3616 4627
3114 711  3377 4929
-6385 767  1781 493
-4279 -110  6256 -3848
-2646 -877  1314 -748
-55 683  -603 -575
1611 341  -1538 456
1707 676  5285 2145
3115 1054  375 -747
-1702 -721  -1900 3044
719 1251  3415 6848
-235 -2606  -522 1332
2697 1215  371 -4516
-4277 3631  760 -5304
-4610 2648  306 6635
-902 -43  742 -4251
-2208 1879  554 1808
223 2403  -1119 4425
645 1212  373 -1503
4214 -2595  -339 -2422
-416 -4425  -3140 -1585
-6206 109  -2390 -1657
5634 -2955  -1077 -4039
3572 -3005  2887 -3638
-868 -357  -6484 943
-2379 3163  421 1547
1238 463  -2286 2622
2436 1747  -345 -4711
-887 -245  3833 -65
-2278 -1859  -5185 -1093
6695 -453  -1869 1651
1705 302  -1782 -189
95 243  -1243 -3638
2412 3360  -695 1626
3398 -1634  -1691 -853
-768 1411  -559 -1797
2148 3817  647 2672
-6969 -2135  -4477 -140
182 411  -1747 -128
-855 -1248  291 7065
-985 4444  -1997 1433
634 350  -2844 -440
91 -1615  2254 5001
-4490 4767  -887 528
-2874 2216  1200 3603
4123 -663  -3679 -2116
3081 -1946  -2086 3580
-1245 2505  -88 -2496
-126 1258  -1081 -3880
-1066 372  2541 175
-366 -1598  67 1359
886 1666  6074 66
374 509  -1579 1723
465 -1495  -880 3470
3626 1631  -3393 -1083
1323 67  5568 4089
45 -107  1532 -3227
-228 5928  -3463 3478
3672 -194  2548 -1574
576 1970  -803 5464
-1773 3815  4299 5088
-1927 603  3226 -2552
-1196 2172  -1611 -758
897 -6532  173 -2760
-1692 1082  1266 2092
3257 5407  311 -2266
-974 -663  2625 1648
1788 587  -2031 -33
1536 3724  -616 3433
1709 -172  -2182 3185
-2936 6734  -6240 -3060
-1729 -660  4409 1471
2556 -3616  6606 -1493
-1459 2699  3782 44
1264 2900  -1489 -6991
-3712 5661  3437 -680
196 -7607  6406 -719
1521 -3174  3500 -3360
-3582 -2835  3674 9249
4994 -2482  2649 5318
-3523 2041  3342 888
-417 -3241  248 -6088
4190 -5287  1752 1471
731 3141  -2039 -1015
65 -3094  -4205 8216
-4738 3532  -206 -525
1222 165  -10198 1239
2562 712  9 4528
-445 1315  -2387 1059
8409 -6125  1970 2596
-151 4026  917 60
1769 -3055  2790 -1650
-3253 -2086  -2115 2285
-302 -978  2283 410
-2410 265  -1563 870
-3346 1138  -2483 1835
-2321 -1085  508 4712
2501 -908  -2609 -3052
2400 -4086  3333 -3061
-1407 4849  -1629 -4840
55 -2533  -2421 -3620
-314 229  -2331 353
5031 4044  -3625 624
-1454 -3912  -821 -3406
565 4585  621 -1871
7353 -2324  1280 -2970
2842 -846  -466 -5347
-2961 2869  577 5402
-5067 -1879  -2364 529
2084 -3853  719 2262
2103 -5455  -386 305
7514 -2033  1314 1308
5880 -3954  1094 -427
-390 -26  3751 -160
-1255 3270  -760 -979
-1826 -397  216 2710
-2992 -622  519 -1603
-1659 921  1971 -1103
-232 -5317  249 -388
4360 1545  -3439 895
-2518 -1508  2559 3583
-4810 460  -1137 3721
-591 -204  -3166 -259
-4680 3933  -910 -3548
-449 -916  -1004 6517
-165 -1515  -3366 321
-2074 -149  -2660 4627
3289 -91  -1994 1818
399 1018  -489 -3381
-4404 -2420  -2005 2907
-2702 -2147  2351 -241
932 1732  -3079 1932
3157 -6888  -4093 -1901
-3982 -5644  502 5725
-3070 2133  -258 -389
1947 -1107  -5577 -1275
5200 -2241  1190 100
2668 -498  1204 2954
-1743 439  -359 3941
108 -422  1703 2605
-3508 1331  3887 -3157
1866 -2262  3565 -2043
1075 4299  -1109 1764
-1059 3234  4472 -3611
4485 -284  2680 -2822
1758 3389  -707 2654
-333 5216  -1011 643
1389 296  -5869 1110
-1492 -1893  1310 2680
-7159 -4061  -1339 -1251
-2944 -2762  -5044 -548
2175 576  -4478 3925
3834 -1094  -2216 -1752
5186 2261  -1941 -1258
-230 5316  4875 907
-797 982  -271 -2288
-4467 -854  2661 -129
-6885 -565  -83 3205
-2613 -6126  -2255 3316
1123 2999  -581 -3132
-1038 -187  -3460 154
-2073 4197  816 -406
-1104 -2130  -1355 -2285
5979 4261  1535 -1874
279 -3586  1126 2048
-1673 -728  2880 395
-5188 1098  6721 879
2131 3039  -3949 1847
1955 67  508 -2995
-509 -2111  -35 2033
1942 -3690  -5708 -2440
3627 -1719  -2866 -1661
2912 3325  1768 -2496
931 3774  -1943 1757
946 -577  -2080 5614
-7988 -2401  6183 494
18 3169  3332 4051
-2586 -2389  -305 3031
-2142 -1294  -1368 253
1164 3625  -81 1311
-612 6319  -2141 -3228
-3536 -2443  -2729 -3132
2922 -315  2115 4628
-5316 -53  181 -2135
-4297 5114  5198 -3299
3114 -285  -1339 1045
2541 2285  3286 3094
3496 -875  1343 2077
-409 -2522  6452 7843
-1332 245  -2517 2917
-334 -1556  853 2042
-26 4046  -2227 1653
-686 -4344  3269 2035
-2798 1169  2580 3152
6348 278  -1479 2459
-4285 -2985  4551 902
-2446 3010  -68 3637
-2668 -1952  -1023 997
695 -850  -4870 4386
1770 152  -3481 -1135
-1171 4006  -4640 2902
-8290 3425  -3000 504
-770 2177  -1236 1365
-1111 -3285  -3472 6196
1234 -72  -228 4351
-472 742  390 315
3972 -1118  -7003 666
-2985 -1140  -2763 -547
-539 1581  3202 -3697
-940 277  -2273 1775
-3577 -1994  -2817 -2600
-4914 -1177  -647 995
1243 859  3377 -1287
6840 -1073  1764 4233
-944 1524  -7576 -4907
337 100  -3733 -448
-2013 62  -1805 3085
6308 -2145  -427 -2564
-1566 2363  -3266 5814
10 -5191  974 -3059
-1928 -754  3716 -492
-3168 469  -3462 3854
1899 -1042  4008 2996
-1245 1947  618 2446
-3110 -6128  -1109 -2283
964 -2409  -2560 623
2856 -1540  1596 -505
3830 3888  -1501 7752
888 -2768  -1381 2521
5967 -4280  1703 3182
2573 -2404  4265 -29
-733 -1123  1670 1400
-1609 -342  4117 1924
-4960 -1265  195 -710
-1003 -1028  -1188 3685
-908 -536  -1651 1290
-2429 2529  -571 -3680
-1411 986  1207 601
1274 456  1072 -681
378 -2054  852 -1851
-1416 1325  -1285 5360
-192 -4574  4620 -301
2070 3724  -3858 -1275
-4571 1385  -311 3520
209 2018  -2399 2993
-867 -1079  1394 340
6131 -1819  -1039 4548
1150 4000  1162 446
2825 -1215  611 1075
370 1102  -4448 1544
3966 3674  -338 -4904
-933 2445  3447 -2128
1186 3061  1902 -2125
-1759 3559  1621 3014
6397 -799  -490 2639
1231 2617  5 -2789
-2168 -2232  1497 -970
-4092 26  5391 233
-3030 -3406  -215 -618
-261 5643  1262 -1089
1083 2466  -275 1111
-2890 7646  3000 1951
2866 -5849  -720 -3289
1599 -1151  -1630 -172
-3137 2996  1281 -271
1458 2580  2933 -837
2959 4044  -2302 -1403
1531 -273  -2168 3989
718 538  1057 1094
24 -4224  1311 -4230
-3491 467  6598 746
-1548 -2078  -4074 283
-726 -4690  -534 -2867
493 7818  -2056 1639
749 -2371  4347 401
-1184 1530  -521 -795
1429 1864  688 -2083
3681 -2809  3761 -196
1811 -120  2126 -2992
4080 -7242  513 -226
-3148 -1719  -1266 4076
2051 534  -2834 -998
2225 -770  -1317 -425
268 2462  -2401 -4927
-795 -1191  -1117 -5638
5455 1273  1796 4174
3239 1957  -5144 3937
-2751 1357  1300 -2671
2648 1820  302 -3837
2740 1964  2109 -4552
-2024 1731  -2563 -483
-1352 -4054  -4141 912
4100 559  -1628 995
593 479  830 213
878 -3222  3103 1
171 5033  -5665 1871
1597 564  -4703 -825
-632 186  1461 -1681
1008 -1101  985 -2536
-3712 1960  -2564 1932
-1948 2153  -4407 2337
-1409 -965  822 -3657
3294 -4016  3142 1292
42 -258  1106 2618
-1293 -1619  -4263 -1132
2399 -873  678 863
-2048 4395  5742 -4118
-1461 1427  2677 2539
2661 -248  -2724 -545
-2965 -3294  1723 1038
147 -3533  -803 376
1914 -1432  -2826 -5694
-2965 -1047  4204 -249
-6119 -2933  3047 796
2108 -5660  -2569 -2424
-3283 -1441  3020 -5101
-3027 -1779  7178 -4086
-2031 1764  -3841 -2276
2193 1362  -605 2162
350 3768  1661 511
-1993 3944  1770 -603
-4916 504  2268 -364
-7193 -1889  -1858 329
155 655  -3848 -1774
-165 6112  4497 879
-3120 -3775  2454 3416
-723 -202  3942 320
-180 644  1994 -525
-3486 -1878  1281 2792
-836 854  -4535 918
4846 -4509  2824 -1680
383 5073  -487 -356
1596 -1610  1705 2328
4148 -9219  134 -2419
-2306 -4072  1239 868
-4763 -1961  -1445 -2066
7519 248  -108 7457
3723 3156  -3479 -4390
-133 1017  -1559 -3120
-239 69  1891 1927
-2430 -420  2956 860
268 -716  4618 5554
970 2254  -4184 -1535
-2927 2723  5040 2212
3141 1961  3608 -1037
2967 4734  1657 -4948
4979 1329  5442 -3011
-1735 -231  -1154 -2571
-2370 7070  -1902 4018
6306 -38  727 -702
52 -2012  1556 3832
-383 -3157  -3296 2063
-5241 1095  -4015 1791
977 -584  2264 -4168
1020 -3195  -5592 -3158
4854 2780  4677 109
4387 -1194  -2806 -925
1322 117  2510 -5022
1844 -2189  -59 335
2409 4221  5328 -2707
3732 2156  -2169 1133
-3565 -770  -4711 -3551
-1714 -566  -2518 4708
4684 -3920  -1546 706
-1894 3079  -1655 1490
-650 -3527  -4738 -3670
-1862 -4234  -1194 -3053
-8449 1173  4869 -4736
1039 -852  -3612 636
5912 446  -389 5152
3173 -1446  -506 3224
-1302 -2534  -3804 1660
-3447 -6253  4437 -4505
3173 -2132  2146 -996
3016 3019  3323 -6079
6941 5801  -1053 -241
3438 960  -1492 -375
3586 -1758  527 -668
4210 1421  1317 4747
366 -4804  2925 4170
-3070 4513  4536 931
-547 680  3747 107
-1542 3957  5125 6365
-2086 395  1761 3441
827 954  1710 942
-866 2508  -5444 5187
-34 -3078  -1986 -1410
2778 3981  1838 3798
4000 2547  3373 -3368
6520 2658  97 -386
3140 -1929  -2634 -16
-350 -6657  -1228 2315
-2147 174  -192 -5
1874 -4602  -4104 -1502
1181 1779  44 -2584
-1374 -3835  -3526 -668
-2819 6942  -93 3473
-2896 928  1038 -1817
-3939 -4076  -2047 3768
-264 -1946  -2063 -2304
-2483 -2155  -990 -3025
-1376 -3981  -1801 381
-6145 3469  536 -3762
136 3290  2470 -1225
1873 2168  -1533 -1026
1037 1099  -752 -2704
2090 3478  -317 2164
-1814 -1392  968 2103
2897 1141  -984 1977
-3928 3789  2049 -3152
3422 6122  555 620
130 -3000  88 446
1073 2851  3134 1710
-641 -2323  2833 7351
2584 -33  5184 2430
-2107 1599  287 -2916
-1895 -4156  -1386 3590
991 -2853  -1173 -944
-3967 283  3963 -989
1269 -5001  4462 196
210 -556  2274 7747
-1901 3534  -2248 -1124
7805 -1411  2128 -396
863 -1911  586 -516
-1340 -459  -2195 3095
3595 -681  6004 -9031
-4134 -2470  6634 3269
-1229 5521  3366 516
1989 4723  -5583 252
2727 6072  -3318 -2381
-2140 2519  4948 2528
2052 -2394  464 2564
1926 -1118  -2835 1688
178 -6043  5231 426
-594 1317  3700 4984
3439 91  5406 112
6219 -421  4538 -2027
3509 4414  365 -1159
-7717 -274  -1336 -4761
-3586 -2746  2312 -1132
3205 1355  51 -2380
1064 1603  1723 3305
1475 129  -106 5755
-4193 229  -213 2776
1938 1291  -4494 -559
4161 4854  119 221
-916 6817  -3245 -4356
-4306 2201  -2531 -532
1778 1534  -3789 241
-2839 3393  2753 -1460
238 2473  7266 3477
2493 -5062  4627 -464
-8263 -6636  -1445 3316
229 -2486  -3137 2617
7333 864  1342 -894
4190 -1373  -6484 -200
1630 2613  -582 -6071
4703 -933  2485 -374
-5190 -87  -2435 -1381
-6317 -4554  5195 570
1596 5397  -2169 -1153
4727 1166  845 -3253
4143 2817  1546 2122
-3979 709  568 223
6093 -433  663 97
1659 698  -2903 2839
-1905 -5968  809 -3556
-219 1123  -2193 -2159
105 -4883  -7466 2030
-1750 -7991  8338 -1752
-577 -1853  -1169 -2010
399 4259  -586 -2088
-2029 7327  -3796 -661
-2391 4094  -2165 -1251
-2774 -3000  1378 -935
-2877 1305  1140 -3406
1583 -1635  -1366 127
-2250 -4829  -5422 -2950
1504 1733  -1606 -4900
2967 -1417  -328 110
2062 -694  4338 -3891
-659 -6355  9155 -4342
3384 3551  -5782 352
-2302 -1612  6350 3077
736 5434  -3196 -1519
4049 7193  897 6850
-217 1400  1031 235
-1631 1587  605 -4175
-2013 3466  3679 3596
-3477 505  4573 -684
35 60  -1486 1616
-698 462  1674 318
1723 1795  -2490 71
-2161 -4003  -4349 3135
-1047 -1579  5123 1684
2929 -1971  202 -666
-1217 -4026  741 849
2402 2067  -1052 -1008
161 -3021  2164 -3412
2851 -1407  -1218 -4383
-2244 176  -4483 1775
-5131 1863  -1602 -1270
3966 1703  -1710 -2407
-857 1491  -1342 3974
-4680 -2015  6578 -2096
-1280 -1389  770 -2015
-1070 -618  -966 5056
517 75  1608 3380
-4600 -880  -1074 2244
-399 -577  -5501 -547
1644 -4751  199 304
267 -3149  -1276 2689
-2493 -4037  231 -5183
4984 418  614 -1674
-1553 -811  -1080 738
-1363 -3733  3707 -372
-2046 685  3568 3947
1645 -3673  -3925 3959
-4771 1359  3071 -1516
2323 2863  -2221 5059
-2108 1218  2442 915
-136 -402  -158 -2588
-821 4985  -2426 2448
1545 1363  -766 -3271
-2637 645  -5910 -2677
7471 7313  -719 822
-84 363  720 3072
116 -466  899 -1487
-3931 2739  3745 -4525
4578 -3938  -276 -2885
-1116 -1202  338 1307
-1743 1891  202 2052
-279 -3577  4365 -1575
267 -1426  2364 2113
-1896 -535  127 7951
-3874 -4918  2777 2591
2149 1383  2762 -2679
950 2080  -2173 99
973 1075  -2258 114
1861 77  1539 -2231
21 -433  -3328 7414
-451 5428  -76 -4308
-937 -2610  -2000 -2942
687 3418  2608 -1957
-1785 -3366  1697 1803
-575 -3167  -1103 1858
275 3120  -3657 7307
-5055 -1798  2209 -1057
-5807 1063  1418 4246
-1450 -1494  2218 3675
-3420 -622  1223 2655
1385 -1908  -3796 9880
-160 581  4096 2294
-131 4251  -1851 3025
-1993 6093  1981 -2266
699 -4412  -4574 -2853
3684 -1882  8649 -1345
-3056 -482  1312 1814
4414 -531  -80 570
1262 1126  -4312 42
3648 -6781  373 -1830
-1644 -1579  31 -3270
-366 -25  -610 -5888
527 515  -2224 -2591
2254 -2461  2174 -6512
834 -1225  -3177 2824
2528 985  1678 2501
-1352 2954  -259 3321
-390 -2803  -1341 3417
-1758 -7737  -95 517
1117 1367  1156 -1128
4931 -247  1287 3476
99 4405  -690 -2457
512 801  -531 1026
2166 -655  620 -486
-1123 1563  -1390 -1114
493 2697  1899 -2285
-212 5238  4966 4322
-149 -3060  1012 -1499
1546 -982  4351 -2041
-2233 1125  -58 843
-2110 6034  -106 2710
2246 -3970  -2029 1739
-5253 -2717  2134 292
-1109 8571  987 4915
-1384 -2248  -3627 -4748
2432 3709  4193 1692
-90 -468  7702 3035
2104 -724  -2184 -1169
-2374 2684  -3405 3568
-5777 1910  3828 3438
-1030 480  998 2193
4039 6706  1601 670
2193 824  -1049 2108
537 1834  3915 220
-968 4154  124 -1858
5645 -3045  -688 -5624
5529 5932  811 -1650
2517 3043  2256 1594
1140 434  256 2618
-1990 1886  1149 -437
269 -4962  3507 -182
-2202 -3322  3314 390
-262 -6716  2767 161
1501 -520  4463 2340
-8559 -5170  -1109 -4838
-968 -3479  2037 -6121
-1555 1518  -3620 1365
4419 723  -1253 -2363
264 970  243 -3906
-103 -4840  -3323 3173
-3149 -3300  2052 6127
1574 -8197  2400 1419
-938 -2636  -4912 2181
-2808 3339  -1733 2173
-1115 1746  1820 1064
4105 2361  203 -1234
3986 1654  3062 -4171
-713 2144  -148 318
2367 172  -3972 -1528
-2022 2128  -709 -1364
-4060 900  -1977 -4012
1189 -1035  4125 -6139
-4843 -941  1935 -4055
730 -6892  -240 2702
1902 1051  -352 -1717
-248 -1886  2755 -1491
-1435 -2047  -3347 1920
3030 2684  -1153 -1108
-1541 -3481  1272 639
2526 -2046  -96 -5692
2033 -725  1255 -638
182 585  4847 4844
2710 1865  952 426
-436 -1092  1409 -76
-1199 1721  446 -1932
-2934 1483  276 1727
-6299 -35  1726 477
5102 -691  3210 -2921
2356 -5658  -2811 2056
4289 -809  -6157 -4813
-4196 -309  1318 -1985
-858 -6063  -794 -2360
-4090 6838  3698 3378
316 2476  -238 -5136
-932 5295  -4459 -4898
1463 1764  -1242 -2864
1506 584  3731 -568
1006 -207  693 1021
-256 6969  939 366
-772 -1440  -3243 -2045
516 2368  -1990 -1428
-863 -100  2751 -1591
-4224 -2495  -2483 -176
-1790 -3069  2605 -3403
-318 -963  2495 1860
1289 -902  4748 -1728
-2445 -1413  4085 -1751
2375 120  -3170 6362
2579 -1910  -591 373
-2036 -321  -61 -1421
-988 -2247  383 -1688
964 -258  -3086 1734
-3358 219  -180 -2713
-2673 2656  -836 -394
-1351 2733  4405 -4808
-1806 -3539  1255 -225
3041 574  -521 1569
584 995  -811 -7407
1616 2207  -1181 -4258
4798 2977  -3448 1119
1379 713  -1803 2260
-509 1218  1594 1760
942 -3274  -5765 3350
-197 -2036  -1647 -1615
-145 4157  -3121 -2001
-287 -638  846 2819
1182 1659  312 -2354
-2263 1748  2511 5086
1545 -2209  987 4779
-1868 6056  -3165 -3796
118 762  -1566 3050
1955 2192  1733 8759
-2315 1579  -3340 -2595
-3436 -2072  -1591 234
-2490 -3963  -919 -6304
-764 -3092  5480 152
-1212 902  2934 -674
-897 3010  4043 578
-252 -1467  -5458 560
2167 -351  -6173 -4628
2569 -2019  -8433 728
-1448 2174  2137 -3295
-4332 -871  1441 -2150
696 176  -1231 -1693
-456 5240  991 1515
4091 -2690  -304 -983
-434 -1189  -4783 -2766
-3527 -202  3844 -1071
-57 -671  4308 -3789
3950 -3966  858 -341
2942 -381  2768 -2337
-3400 3857  1667 618
-1720 -2964  -1771 -538
-1571 7368  389 -3490
-488 1565  -5927 -5529
5462 -3356  -362 -886
1261 1683  -528 3752
-1459 2829  511 554
-5519 2034  -2347 -1960
-269 1883  796 -1384
2684 -5990  2328 -3819
-4043 2304  -1276 -3572
-2712 -1491  -808 -2470
-1175 2347  -1502 151
-517 -1033  -1415 -3035
-2791 -409  301 -2646
-1589 -2580  -4755 1799
1422 -894  -2225 -479
5503 -2983  -1387 447
-2026 -505  2172 -3148
-1538 5603  -4710 -201
2689 434  -1896 3267
-389 3983  684 2984
2723 -1254  4338 -848
-1320 -1337  4130 2561
1759 -7199  -882 -1038
985 899  -1809 -612
3718 -2645  -3768 -1906
-3436 -2845  3304 -1017
-636 3811  -4410 2883
-3051 -3567  -1609 1812
-1758 -2504  -1775 7162
5582 -625  2308 -3037
427 1294  1581 -1148
1600 3693  -6611 3011
3507 2601  -3736 -3828
-2581 -1402  -1930 2297
6030 -1520  -5462 1921
2459 606  566 -768
4556 -1204  872 1890
2223 -1289  -4516 1332
-6605 -6072  -5522 -11
-10266 3181  3474 -1066
2288 -1271  959 2710
-1669 1128  -2130 5974
-4747 -2457  -939 -2643
-1321 1328  -2602 1668
-147 277  86 -2721
2459 675  -1819 6904
1926 -1412  3422 1314
2057 200  -3169 1800
-726 -3140  -5005 12
2144 135  -4499 5431
151 -2274  -1175 3281
-506 -1167  -5096 -1995
-984 -184  -3306 927
-3930 -2582  -1378 3017
-3105 -4681  6062 285
-1367 -738  1286 1146
-3133 -4202  -1971 1821
-2060 -6259  1570 363
2736 942  -8062 630
916 -1447  -1178 5137
-1180 2642  -2513 1050
-470 -4238  -2815 -659
-2078 1728  -4796 -4342
-447 1020  -274 -535
1246 361  965 4923
895 5133  3515 49
-1373 2829  -2148 2987
-6116 927  5834 3964
4346 -2936  456 -352
-3219 4396  -3568 -3231
-2050 511  -3566 950
-2875 -918  2031 1079
-2740 556  -2138 1667
-619 -1653  -114 3371
-1638 4448  4644 232
3306 2507  922 -1355
-2036 -505  1217 363
515 -1828  2655 1851
1429 -4704  4336 -153
6028 -763  906 699
-732 -4141  2383 -809
-1888 2141  -4617 -106
-4715 2208  -768 -1714
3331 546  -1811 3035
2422 2352  6204 200
